Location,MaxTemp
Williamtown,21.8
Williamtown,15.9
Williamtown,17.4
Williamtown,15.6
Williamtown,17.3
Williamtown,19.6
Williamtown,21.0
Williamtown,22.1
Williamtown,23.0
Williamtown,17.5
Williamtown,19.8
Williamtown,18.3
Williamtown,18.7
Williamtown,16.7
Williamtown,14.9
Williamtown,15.8
Williamtown,17.6
Williamtown,20.5
Williamtown,16.5
Williamtown,18.9
Williamtown,19.2
Williamtown,14.7
Williamtown,17.3
Williamtown,15.1
Williamtown,15.9
Williamtown,17.5
Williamtown,18.4
Williamtown,17.2
Williamtown,17.3
Williamtown,16.7
Williamtown,13.2
Williamtown,17.3
Williamtown,16.4
Williamtown,15.9
Williamtown,15.1
Williamtown,15.8
Williamtown,16.6
Williamtown,19.1
Williamtown,14.9
Williamtown,20.1
Williamtown,15.8
Williamtown,16.6
Williamtown,17.3
Williamtown,20.1
Williamtown,20.7
Williamtown,23.4
Williamtown,27.7
Williamtown,18.6
Williamtown,14.9
Williamtown,15.3
Williamtown,16.4
Williamtown,17.4
Williamtown,17.0
Williamtown,17.8
Williamtown,20.0
Williamtown,22.2
Williamtown,20.3
Williamtown,18.4
Williamtown,20.2
Williamtown,19.8
Williamtown,16.8
Williamtown,18.9
Williamtown,15.9
Williamtown,18.4
Williamtown,21.1
Williamtown,19.6
Williamtown,18.3
Williamtown,20.0
Williamtown,20.4
Williamtown,18.2
Williamtown,18.4
Williamtown,20.0
Williamtown,20.9
Williamtown,18.3
Williamtown,24.6
Williamtown,19.8
Williamtown,19.2
Williamtown,18.5
Williamtown,21.2
Williamtown,26.1
Williamtown,24.1
Williamtown,25.2
Williamtown,28.4
Williamtown,20.2
Williamtown,19.8
Williamtown,20.0
Williamtown,24.1
Williamtown,20.3
Williamtown,15.1
Williamtown,19.0
Williamtown,17.8
Williamtown,21.2
Williamtown,25.6
Williamtown,22.2
Williamtown,27.0
Williamtown,23.7
Williamtown,31.7
Williamtown,34.8
Williamtown,35.8
Williamtown,34.7
Williamtown,21.4
Williamtown,19.8
Williamtown,25.6
Williamtown,25.8
Williamtown,29.3
Williamtown,33.4
Williamtown,23.8
Williamtown,24.2
Williamtown,22.4
Williamtown,28.3
Williamtown,31.6
Williamtown,34.1
Williamtown,22.5
Williamtown,27.8
Williamtown,33.6
Williamtown,20.3
Williamtown,21.4
Williamtown,22.2
Williamtown,24.4
Williamtown,25.8
Williamtown,30.2
Williamtown,31.7
Williamtown,23.8
Williamtown,21.5
Williamtown,25.2
Williamtown,19.9
Williamtown,22.1
Williamtown,26.2
Williamtown,24.6
Williamtown,20.9
Williamtown,22.1
Williamtown,26.3
Williamtown,34.9
Williamtown,34.8
Williamtown,40.5
Williamtown,24.1
Williamtown,22.6
Williamtown,31.1
Williamtown,25.3
Williamtown,32.5
Williamtown,41.6
Williamtown,23.5
Williamtown,24.6
Williamtown,29.4
Williamtown,28.0
Williamtown,38.3
Williamtown,23.6
Williamtown,23.1
Williamtown,23.6
Williamtown,25.7
Williamtown,27.9
Williamtown,27.0
Williamtown,32.2
Williamtown,33.9
Williamtown,26.2
Williamtown,38.6
Williamtown,24.2
Williamtown,26.9
Williamtown,32.0
Williamtown,31.6
Williamtown,25.3
Williamtown,28.9
Williamtown,30.7
Williamtown,32.6
Williamtown,38.1
Williamtown,37.1
Williamtown,20.3
Williamtown,23.5
Williamtown,24.7
Williamtown,25.3
Williamtown,32.2
Williamtown,21.6
Williamtown,23.3
Williamtown,23.6
Williamtown,23.9
Williamtown,25.5
Williamtown,25.2
Williamtown,25.1
Williamtown,23.8
Williamtown,23.5
Williamtown,21.4
Williamtown,19.9
Williamtown,22.6
Williamtown,24.6
Williamtown,24.3
Williamtown,27.0
Williamtown,35.9
Williamtown,39.2
Williamtown,29.6
Williamtown,40.1
Williamtown,22.0
Williamtown,22.8
Williamtown,23.5
Williamtown,25.4
Williamtown,32.8
Williamtown,37.0
Williamtown,35.2
Williamtown,31.4
Williamtown,30.1
Williamtown,25.8
Williamtown,27.2
Williamtown,27.7
Williamtown,27.2
Williamtown,28.4
Williamtown,30.2
Williamtown,29.9
Williamtown,33.9
Williamtown,32.6
Williamtown,26.3
Williamtown,29.6
Williamtown,25.7
Williamtown,24.5
Williamtown,25.7
Williamtown,26.3
Williamtown,27.1
Williamtown,27.3
Williamtown,28.0
Williamtown,28.4
Williamtown,28.5
Williamtown,30.4
Williamtown,36.4
Williamtown,30.4
Williamtown,28.5
Williamtown,24.6
Williamtown,26.1
Williamtown,32.5
Williamtown,29.8
Williamtown,28.6
Williamtown,29.6
Williamtown,31.9
Williamtown,33.7
Williamtown,39.8
Williamtown,28.0
Williamtown,27.7
Williamtown,27.1
Williamtown,27.9
Williamtown,28.7
Williamtown,31.4
Williamtown,32.3
Williamtown,28.3
Williamtown,31.1
Williamtown,30.7
Williamtown,32.5
Williamtown,29.5
Williamtown,33.6
Williamtown,30.5
Williamtown,32.2
Williamtown,32.5
Williamtown,30.8
Williamtown,29.8
Williamtown,26.9
Williamtown,26.2
Williamtown,24.1
Williamtown,23.0
Williamtown,23.8
Williamtown,25.3
Williamtown,27.3
Williamtown,24.8
Williamtown,26.2
Williamtown,27.1
Williamtown,30.1
Williamtown,25.5
Williamtown,28.4
Williamtown,25.4
Williamtown,28.2
Williamtown,33.2
Williamtown,25.9
Williamtown,26.8
Williamtown,29.6
Williamtown,34.0
Williamtown,23.4
Williamtown,23.6
Williamtown,24.0
Williamtown,26.9
Williamtown,25.3
Williamtown,24.2
Williamtown,22.6
Williamtown,23.8
Williamtown,25.8
Williamtown,26.7
Williamtown,23.0
Williamtown,23.2
Williamtown,23.8
Williamtown,24.3
Williamtown,22.6
Williamtown,23.0
Williamtown,23.3
Williamtown,23.4
Williamtown,23.2
Williamtown,26.6
Williamtown,26.3
Williamtown,23.6
Williamtown,22.4
Williamtown,25.0
Williamtown,25.0
Williamtown,26.4
Williamtown,25.0
Williamtown,25.7
Williamtown,24.2
Williamtown,24.1
Williamtown,21.0
Williamtown,23.0
Williamtown,22.0
Williamtown,22.0
Williamtown,25.0
Williamtown,25.5
Williamtown,26.0
Williamtown,24.0
Williamtown,26.0
Williamtown,22.0
Williamtown,22.0
Williamtown,23.0
Williamtown,22.1
Williamtown,25.4
Williamtown,28.0
Williamtown,21.0
Williamtown,21.0
Williamtown,18.0
Williamtown,19.0
Williamtown,18.1
Williamtown,18.5
Williamtown,18.0
Williamtown,19.0
Williamtown,19.0
Williamtown,19.2
Williamtown,20.3
Williamtown,19.1
Williamtown,16.1
Williamtown,19.3
Williamtown,19.1
Williamtown,20.5
Williamtown,20.7
Williamtown,20.8
Williamtown,18.0
Williamtown,17.1
Williamtown,19.0
Williamtown,20.4
Williamtown,21.1
Williamtown,20.2
Williamtown,19.9
Williamtown,20.5
Williamtown,19.0
Williamtown,19.8
Williamtown,17.8
Williamtown,19.9
Williamtown,18.5
Williamtown,19.3
Williamtown,14.3
Williamtown,15.1
Williamtown,13.3
Williamtown,16.8
Williamtown,17.6
Williamtown,16.6
Williamtown,17.0
Williamtown,17.2
Williamtown,16.8
Williamtown,17.0
Williamtown,20.0
Williamtown,15.0
Williamtown,17.4
Williamtown,14.8
Williamtown,18.3
Williamtown,18.9
Williamtown,21.0
Williamtown,20.0
Williamtown,15.0
Williamtown,15.0
Williamtown,16.0
Williamtown,17.9
Williamtown,17.6
Williamtown,24.0
Williamtown,25.0
Williamtown,18.0
Williamtown,19.0
Williamtown,26.0
Williamtown,18.9
Williamtown,13.5
Williamtown,17.0
Williamtown,19.0
Williamtown,19.0
Williamtown,18.0
Williamtown,18.0
Williamtown,19.0
Williamtown,22.2
Williamtown,19.0
Williamtown,19.0
Williamtown,16.0
Williamtown,17.0
Williamtown,14.0
Williamtown,13.6
Williamtown,17.2
Williamtown,18.0
Williamtown,20.0
Williamtown,25.0
Williamtown,20.0
Williamtown,18.0
Williamtown,19.5
Williamtown,20.0
Williamtown,20.0
Williamtown,22.0
Williamtown,23.0
Williamtown,22.0
Williamtown,23.0
Williamtown,19.2
Williamtown,18.3
Williamtown,13.0
Williamtown,17.5
Williamtown,14.8
Williamtown,16.9
Williamtown,17.0
Williamtown,17.8
Williamtown,20.2
Williamtown,20.0
Williamtown,21.0
Williamtown,20.0
Williamtown,22.6
Williamtown,17.8
Williamtown,20.1
Williamtown,20.1
Williamtown,20.9
Williamtown,22.9
Williamtown,22.7
Williamtown,23.8
Williamtown,25.9
Williamtown,21.4
Williamtown,21.9
Williamtown,20.4
Williamtown,21.0
Williamtown,22.8
Williamtown,22.4
Williamtown,22.3
Williamtown,21.8
Williamtown,17.7
Williamtown,21.8
Williamtown,18.9
Williamtown,20.3
Williamtown,21.4
Williamtown,20.4
Williamtown,22.3
Williamtown,22.4
Williamtown,23.0
Williamtown,25.1
Williamtown,20.6
Williamtown,21.5
Williamtown,20.0
Williamtown,22.2
Williamtown,26.9
Williamtown,26.3
Williamtown,23.4
Williamtown,24.1
Williamtown,28.2
Williamtown,30.2
Williamtown,25.9
Williamtown,23.4
Williamtown,33.4
Williamtown,21.7
Williamtown,22.0
Williamtown,16.0
Williamtown,18.9
Williamtown,24.7
Williamtown,28.8
Williamtown,22.3
Williamtown,25.0
Williamtown,24.0
Williamtown,22.4
Williamtown,28.1
Williamtown,19.4
Williamtown,18.7
Williamtown,19.4
Williamtown,26.5
Williamtown,29.2
Williamtown,23.5
Williamtown,20.1
Williamtown,26.0
Williamtown,30.4
Williamtown,21.3
Williamtown,21.1
Williamtown,22.9
Williamtown,24.7
Williamtown,31.2
Williamtown,31.5
Williamtown,26.6
Williamtown,33.0
Williamtown,36.0
Williamtown,23.2
Williamtown,25.8
Williamtown,33.2
Williamtown,24.8
Williamtown,21.2
Williamtown,24.4
Williamtown,23.0
Williamtown,34.2
Williamtown,24.2
Williamtown,25.1
Williamtown,32.6
Williamtown,34.7
Williamtown,34.2
Williamtown,22.3
Williamtown,26.9
Williamtown,26.4
Williamtown,26.3
Williamtown,31.9
Williamtown,26.3
Williamtown,23.4
Williamtown,23.9
Williamtown,35.1
Williamtown,25.9
Williamtown,24.5
Williamtown,32.6
Williamtown,41.0
Williamtown,32.2
Williamtown,27.5
Williamtown,25.7
Williamtown,26.1
Williamtown,25.6
Williamtown,27.0
Williamtown,27.7
Williamtown,27.9
Williamtown,31.5
Williamtown,34.6
Williamtown,35.5
Williamtown,42.0
Williamtown,27.9
Williamtown,37.9
Williamtown,35.4
Williamtown,26.4
Williamtown,29.7
Williamtown,41.6
Williamtown,42.5
Williamtown,25.2
Williamtown,29.9
Williamtown,26.0
Williamtown,27.8
Williamtown,34.7
Williamtown,41.4
Williamtown,23.4
Williamtown,25.3
Williamtown,27.8
Williamtown,33.1
Williamtown,28.6
Williamtown,39.3
Williamtown,42.4
Williamtown,26.3
Williamtown,27.8
Williamtown,28.9
Williamtown,33.4
Williamtown,39.1
Williamtown,37.6
Williamtown,30.8
Williamtown,28.7
Williamtown,32.8
Williamtown,42.0
Williamtown,45.5
Williamtown,34.9
Williamtown,27.2
Williamtown,27.3
Williamtown,27.8
Williamtown,34.6
Williamtown,35.0
Williamtown,33.5
Williamtown,22.8
Williamtown,28.9
Williamtown,28.0
Williamtown,29.5
Williamtown,31.4
Williamtown,29.1
Williamtown,27.2
Williamtown,25.8
Williamtown,26.6
Williamtown,26.1
Williamtown,26.7
Williamtown,27.6
Williamtown,26.2
Williamtown,24.3
Williamtown,23.3
Williamtown,25.6
Williamtown,24.5
Williamtown,24.3
Williamtown,25.1
Williamtown,24.4
Williamtown,25.1
Williamtown,30.2
Williamtown,27.6
Williamtown,26.5
Williamtown,25.9
Williamtown,29.3
Williamtown,23.9
Williamtown,26.7
Williamtown,28.3
Williamtown,27.6
Williamtown,30.0
Williamtown,31.6
Williamtown,23.9
Williamtown,25.2
Williamtown,25.6
Williamtown,26.6
Williamtown,29.1
Williamtown,26.5
Williamtown,31.3
Williamtown,24.8
Williamtown,22.6
Williamtown,23.7
Williamtown,22.8
Williamtown,23.9
Williamtown,23.4
Williamtown,22.8
Williamtown,23.1
Williamtown,23.3
Williamtown,24.5
Williamtown,28.0
Williamtown,20.0
Williamtown,22.5
Williamtown,22.6
Williamtown,21.7
Williamtown,23.4
Williamtown,24.7
Williamtown,25.4
Williamtown,23.6
Williamtown,23.7
Williamtown,24.1
Williamtown,24.3
Williamtown,25.2
Williamtown,23.5
Williamtown,25.7
Williamtown,24.2
Williamtown,27.3
Williamtown,24.8
Williamtown,19.1
Williamtown,20.0
Williamtown,22.6
Williamtown,22.3
Williamtown,23.8
Williamtown,26.0
Williamtown,21.1
Williamtown,20.7
Williamtown,22.4
Williamtown,23.9
Williamtown,23.2
Williamtown,19.8
Williamtown,19.8
Williamtown,21.3
Williamtown,20.8
Williamtown,19.6
Williamtown,21.4
Williamtown,20.8
Williamtown,20.2
Williamtown,20.7
Williamtown,20.5
Williamtown,22.4
Williamtown,21.2
Williamtown,23.6
Williamtown,21.5
Williamtown,22.1
Williamtown,22.8
Williamtown,23.7
Williamtown,19.9
Williamtown,19.8
Williamtown,20.8
Williamtown,22.8
Williamtown,18.8
Williamtown,16.9
Williamtown,17.4
Williamtown,17.4
Williamtown,18.3
Williamtown,16.6
Williamtown,18.5
Williamtown,18.5
Williamtown,18.0
Williamtown,14.4
Williamtown,17.6
Williamtown,15.4
Williamtown,18.2
Williamtown,18.7
Williamtown,20.2
Williamtown,20.8
Williamtown,19.3
Williamtown,19.6
Williamtown,18.8
Williamtown,18.4
Williamtown,17.6
Williamtown,19.8
Williamtown,19.8
Williamtown,19.0
Williamtown,18.4
Williamtown,16.7
Williamtown,19.3
Williamtown,19.6
Wollongong,27.4
Wollongong,21.5
Wollongong,27.7
Wollongong,32.5
Wollongong,23.6
Wollongong,21.9
Wollongong,23.4
Wollongong,20.2
Wollongong,18.5
Wollongong,22.8
Wollongong,31.6
Wollongong,25.0
Wollongong,20.7
Wollongong,23.1
Wollongong,23.1
Wollongong,29.0
Wollongong,23.8
Wollongong,19.0
Wollongong,21.6
Wollongong,22.9
Wollongong,24.4
Wollongong,19.5
Wollongong,22.9
Wollongong,24.7
Wollongong,24.1
Wollongong,24.6
Wollongong,22.2
Wollongong,27.7
Wollongong,29.0
Wollongong,32.3
Wollongong,19.9
Wollongong,22.1
Wollongong,23.8
Wollongong,25.4
Wollongong,24.6
Wollongong,32.8
Wollongong,20.1
Wollongong,21.3
Wollongong,23.4
Wollongong,24.2
Wollongong,23.4
Wollongong,24.7
Wollongong,30.8
Wollongong,27.2
Wollongong,24.3
Wollongong,20.3
Wollongong,23.9
Wollongong,24.4
Wollongong,26.6
Wollongong,27.7
Wollongong,32.6
Wollongong,28.2
Wollongong,40.1
Wollongong,24.5
Wollongong,24.8
Wollongong,22.8
Wollongong,24.9
Wollongong,26.0
Wollongong,26.2
Wollongong,25.8
Wollongong,24.6
Wollongong,26.4
Wollongong,24.6
Wollongong,26.3
Wollongong,26.8
Wollongong,27.7
Wollongong,26.5
Wollongong,25.0
Wollongong,20.6
Wollongong,18.8
Wollongong,21.4
Wollongong,21.0
Wollongong,21.3
Wollongong,20.3
Wollongong,21.4
Wollongong,22.1
Wollongong,22.0
Wollongong,24.8
Wollongong,25.6
Wollongong,24.9
Wollongong,22.5
Wollongong,24.4
Wollongong,25.8
Wollongong,25.2
Wollongong,23.8
Wollongong,22.7
Wollongong,23.3
Wollongong,25.1
Wollongong,25.3
Wollongong,25.3
Wollongong,26.0
Wollongong,25.4
Wollongong,23.6
Wollongong,21.8
Wollongong,23.8
Wollongong,21.4
Wollongong,23.8
Wollongong,25.0
Wollongong,24.4
Wollongong,24.4
Wollongong,23.7
Wollongong,24.7
Wollongong,24.5
Wollongong,25.4
Wollongong,22.1
Wollongong,23.7
Wollongong,24.6
Wollongong,24.6
Wollongong,24.9
Wollongong,26.4
Wollongong,24.1
Wollongong,23.5
Wollongong,24.0
Wollongong,23.3
Wollongong,20.2
Wollongong,22.9
Wollongong,24.0
Wollongong,23.2
Wollongong,21.1
Wollongong,22.3
Wollongong,22.3
Wollongong,22.9
Wollongong,19.5
Wollongong,22.2
Wollongong,18.9
Wollongong,19.2
Wollongong,20.3
Wollongong,22.0
Wollongong,23.1
Wollongong,21.8
Wollongong,23.1
Wollongong,20.3
Wollongong,22.9
Wollongong,29.0
Wollongong,22.7
Wollongong,21.0
Wollongong,21.2
Wollongong,18.7
Wollongong,18.6
Wollongong,19.5
Wollongong,20.3
Wollongong,20.6
Wollongong,22.0
Wollongong,23.0
Wollongong,19.3
Wollongong,18.2
Wollongong,20.5
Wollongong,15.6
Wollongong,17.1
Wollongong,20.9
Wollongong,19.4
Wollongong,19.3
Wollongong,22.3
Wollongong,19.3
Wollongong,21.7
Wollongong,20.0
Wollongong,18.9
Wollongong,20.4
Wollongong,18.1
Wollongong,18.9
Wollongong,18.6
Wollongong,21.3
Wollongong,20.5
Wollongong,21.5
Wollongong,21.7
Wollongong,18.2
Wollongong,19.3
Wollongong,20.8
Wollongong,19.6
Wollongong,19.4
Wollongong,19.8
Wollongong,20.2
Wollongong,20.1
Wollongong,20.8
Wollongong,18.6
Wollongong,16.4
Wollongong,16.0
Wollongong,18.0
Wollongong,18.4
Wollongong,17.9
Wollongong,17.3
Wollongong,18.9
Wollongong,20.4
Wollongong,20.5
Wollongong,18.8
Wollongong,19.1
Wollongong,18.1
Wollongong,15.0
Wollongong,13.8
Wollongong,16.0
Wollongong,15.9
Wollongong,17.5
Wollongong,15.6
Wollongong,18.2
Wollongong,15.1
Wollongong,15.6
Wollongong,17.0
Wollongong,18.1
Wollongong,18.1
Wollongong,19.2
Wollongong,18.7
Wollongong,19.1
Wollongong,17.4
Wollongong,16.6
Wollongong,18.8
Wollongong,17.6
Wollongong,18.9
Wollongong,21.3
Wollongong,20.3
Wollongong,20.1
Wollongong,17.8
Wollongong,15.5
Wollongong,17.0
Wollongong,16.0
Wollongong,15.7
Wollongong,13.9
Wollongong,15.4
Wollongong,15.6
Wollongong,16.4
Wollongong,17.4
Wollongong,17.9
Wollongong,18.1
Wollongong,16.3
Wollongong,15.5
Wollongong,13.2
Wollongong,15.1
Wollongong,18.5
Wollongong,19.5
Wollongong,20.3
Wollongong,21.3
Wollongong,23.8
Wollongong,17.0
Wollongong,15.6
Wollongong,16.7
Wollongong,14.8
Wollongong,18.2
Wollongong,17.9
Wollongong,19.3
Wollongong,17.4
Wollongong,19.7
Wollongong,19.2
Wollongong,18.6
Wollongong,19.9
Wollongong,18.3
Wollongong,17.7
Wollongong,19.9
Wollongong,21.9
Wollongong,14.5
Wollongong,17.0
Wollongong,16.7
Wollongong,18.3
Wollongong,19.3
Wollongong,20.3
Wollongong,18.9
Wollongong,20.1
Wollongong,23.8
Wollongong,20.8
Wollongong,17.0
Wollongong,19.6
Wollongong,20.1
Wollongong,24.3
Wollongong,19.9
Wollongong,22.6
Wollongong,24.9
Wollongong,18.5
Wollongong,20.0
Wollongong,19.3
Wollongong,24.6
Wollongong,25.1
Wollongong,17.5
Wollongong,19.8
Wollongong,20.7
Wollongong,18.3
Wollongong,18.3
Wollongong,24.4
Wollongong,18.2
Wollongong,18.1
Wollongong,17.2
Wollongong,18.5
Wollongong,19.6
Wollongong,19.8
Wollongong,19.2
Wollongong,24.4
Wollongong,30.9
Wollongong,17.0
Wollongong,19.3
Wollongong,20.4
Wollongong,29.7
Wollongong,21.3
Wollongong,21.0
Wollongong,22.2
Wollongong,23.8
Wollongong,30.0
Wollongong,20.6
Wollongong,22.4
Wollongong,23.7
Wollongong,18.2
Wollongong,16.8
Wollongong,20.9
Wollongong,19.3
Wollongong,25.1
Wollongong,31.8
Wollongong,18.4
Wollongong,14.3
Wollongong,15.7
Wollongong,18.3
Wollongong,17.5
Wollongong,17.5
Wollongong,15.8
Wollongong,15.7
Wollongong,16.1
Wollongong,19.0
Wollongong,22.9
Wollongong,23.8
Wollongong,20.9
Wollongong,22.2
Wollongong,20.5
Wollongong,18.3
Wollongong,18.5
Wollongong,19.8
Wollongong,26.7
Wollongong,32.6
Wollongong,19.7
Wollongong,22.0
Wollongong,20.1
Wollongong,19.8
Wollongong,16.5
Wollongong,19.7
Wollongong,22.5
Wollongong,20.8
Wollongong,22.3
Wollongong,21.9
Wollongong,21.8
Wollongong,24.0
Wollongong,37.6
Wollongong,17.5
Wollongong,17.7
Wollongong,20.5
Wollongong,22.2
Wollongong,21.6
Wollongong,21.9
Wollongong,21.6
Wollongong,22.9
Wollongong,23.4
Wollongong,20.4
Wollongong,23.9
Wollongong,22.5
Wollongong,25.5
Wollongong,21.3
Wollongong,22.9
Wollongong,23.8
Wollongong,32.0
Wollongong,25.7
Wollongong,39.4
Wollongong,20.2
Wollongong,23.3
Wollongong,25.1
Wollongong,24.6
Wollongong,31.7
Wollongong,25.0
Wollongong,29.9
Wollongong,21.5
Wollongong,19.0
Wollongong,20.3
Wollongong,22.0
Wollongong,21.1
Wollongong,22.5
Wollongong,24.2
Wollongong,25.6
Wollongong,25.0
Wollongong,23.0
Wollongong,27.2
Wollongong,25.3
Wollongong,24.5
Wollongong,21.9
Wollongong,24.4
Wollongong,24.9
Wollongong,28.0
Wollongong,22.3
Wollongong,24.7
Wollongong,23.0
Wollongong,24.5
Wollongong,26.5
Wollongong,26.5
Wollongong,24.9
Wollongong,24.2
Wollongong,19.8
Wollongong,22.4
Wollongong,22.5
Wollongong,23.5
Wollongong,24.3
Wollongong,25.6
Wollongong,30.3
Wollongong,26.0
Wollongong,19.7
Wollongong,23.0
Wollongong,25.7
Wollongong,23.7
Wollongong,23.7
Wollongong,25.2
Wollongong,31.6
Wollongong,25.5
Wollongong,25.2
Wollongong,25.7
Wollongong,23.4
Wollongong,23.6
Wollongong,24.6
Wollongong,22.6
Wollongong,23.5
Wollongong,23.1
Wollongong,25.9
Wollongong,26.1
Wollongong,32.1
Wollongong,35.9
Wollongong,22.9
Wollongong,24.8
Wollongong,27.7
Wollongong,24.8
Wollongong,26.7
Wollongong,25.7
Wollongong,25.4
Wollongong,27.0
Wollongong,29.0
Wollongong,26.2
Wollongong,26.2
Wollongong,26.2
Wollongong,21.8
Wollongong,23.6
Wollongong,25.1
Wollongong,26.9
Wollongong,28.0
Wollongong,29.7
Wollongong,22.9
Wollongong,23.3
Wollongong,26.2
Wollongong,24.1
Wollongong,23.5
Wollongong,24.0
Wollongong,24.9
Wollongong,26.3
Wollongong,30.2
Wollongong,23.7
Wollongong,25.3
Wollongong,27.3
Wollongong,25.4
Wollongong,19.7
Wollongong,22.0
Wollongong,23.2
Wollongong,24.7
Wollongong,24.4
Wollongong,26.0
Wollongong,25.4
Wollongong,20.0
Wollongong,23.3
Wollongong,22.5
Wollongong,23.3
Wollongong,25.0
Wollongong,25.5
Wollongong,26.2
Wollongong,27.3
Wollongong,35.5
Wollongong,23.8
Wollongong,28.0
Wollongong,24.1
Wollongong,24.8
Wollongong,28.9
Wollongong,23.9
Wollongong,25.9
Wollongong,24.0
Wollongong,21.5
Wollongong,20.9
Wollongong,22.5
Wollongong,21.5
Wollongong,19.5
Wollongong,21.1
Wollongong,21.4
Wollongong,21.6
Wollongong,23.1
Wollongong,19.0
Wollongong,23.0
Wollongong,22.1
Wollongong,21.8
Wollongong,22.7
Wollongong,23.0
Wollongong,24.0
Wollongong,25.2
Wollongong,24.0
Wollongong,27.0
Wollongong,22.3
Wollongong,19.3
Wollongong,19.0
Wollongong,24.3
Wollongong,24.1
Wollongong,19.6
Wollongong,21.6
Wollongong,25.1
Wollongong,21.4
Wollongong,24.1
Wollongong,21.3
Wollongong,20.8
Wollongong,22.0
Wollongong,23.0
Wollongong,23.9
Wollongong,24.3
Wollongong,25.9
Wollongong,17.7
Wollongong,20.5
Wollongong,19.5
Wollongong,20.0
Wollongong,20.1
Wollongong,19.5
Wollongong,17.8
Wollongong,19.2
Wollongong,18.9
Wollongong,18.5
Wollongong,17.3
Wollongong,17.7
Wollongong,20.5
Wollongong,18.8
Wollongong,18.7
Wollongong,17.3
Wollongong,17.4
Wollongong,18.5
Wollongong,19.2
Wollongong,18.5
Wollongong,18.1
Wollongong,18.9
Wollongong,18.9
Wollongong,19.1
Wollongong,17.4
Wollongong,15.4
Wollongong,18.3
Wollongong,15.8
Wollongong,15.4
Wollongong,14.9
Wollongong,15.6
Wollongong,16.9
Wollongong,20.1
Wollongong,19.6
Wollongong,17.7
Wollongong,19.5
Wollongong,16.2
Wollongong,15.9
Wollongong,18.7
Wollongong,20.7
Wollongong,15.9
Wollongong,15.7
Wollongong,16.4
Wollongong,16.9
Wollongong,14.5
Wollongong,14.9
Wollongong,16.2
Wollongong,16.3
Wollongong,15.3
Wollongong,16.1
Wollongong,15.3
Wollongong,16.1
Wollongong,18.2
Wollongong,17.1
Wollongong,18.2
Wollongong,18.3
Wollongong,17.3
Wollongong,16.9
Wollongong,15.5
Wollongong,16.9
Wollongong,18.9
Wollongong,14.5
Wollongong,16.1
Wollongong,15.0
Wollongong,15.1
Wollongong,16.8
Wollongong,16.3
Wollongong,15.9
Wollongong,16.0
Wollongong,16.9
Wollongong,15.4
Wollongong,16.6
Wollongong,20.7
Wollongong,19.8
Wollongong,15.7
Wollongong,15.1
Wollongong,17.5
Wollongong,16.4
Wollongong,15.3
Wollongong,14.4
Wollongong,16.4
Wollongong,17.6
Wollongong,16.2
Wollongong,17.9
Wollongong,16.4
Wollongong,16.2
Wollongong,20.3
Wollongong,17.6
Wollongong,15.8
Wollongong,18.2
Wollongong,23.5
Wollongong,17.2
Wollongong,16.4
Wollongong,17.3
Wollongong,16.4
Wollongong,16.6
Wollongong,17.3
Wollongong,18.5
Wollongong,14.8
Wollongong,16.4
Wollongong,16.9
Wollongong,20.0
Wollongong,23.5
Wollongong,16.0
Wollongong,16.9
Wollongong,19.7
Wollongong,21.3
Wollongong,20.6
Wollongong,14.8
Wollongong,15.6
Wollongong,20.6
Wollongong,22.6
Wollongong,17.8
Wollongong,20.0
Wollongong,23.2
Wollongong,16.0
Wollongong,19.4
Wollongong,20.0
Wollongong,16.7
Wollongong,18.2
Wollongong,17.6
Wollongong,18.5
Wollongong,17.8
Wollongong,19.7
Wollongong,18.8
Wollongong,20.9
Wollongong,24.1
Wollongong,20.4
Wollongong,27.0
Wollongong,25.4
Wollongong,15.7
Wollongong,16.0
Wollongong,16.9
Wollongong,17.9
Wollongong,18.8
Wollongong,20.0
Wollongong,20.1
Wollongong,21.2
Wollongong,21.6
Wollongong,18.6
Wollongong,18.4
Wollongong,19.6
Wollongong,20.0
Wollongong,19.6
Wollongong,21.4
Wollongong,22.1
Wollongong,23.7
Wollongong,16.4
Wollongong,20.0
Wollongong,22.4
Wollongong,17.3
Wollongong,20.5
Wollongong,24.3
Wollongong,27.9
Wollongong,16.3
Wollongong,19.6
Wollongong,22.3
Wollongong,19.5
Wollongong,19.6
Wollongong,20.0
Wollongong,21.6
Wollongong,20.8
Wollongong,17.2
Wollongong,18.3
Wollongong,20.2
Wollongong,16.5
Wollongong,17.6
Wollongong,18.3
Wollongong,20.8
Wollongong,22.9
Wollongong,21.6
Wollongong,23.3
Wollongong,23.2
Wollongong,24.4
Wollongong,23.6
Wollongong,22.7
Wollongong,19.8
Wollongong,19.8
Wollongong,20.1
Wollongong,21.5
Wollongong,18.7
Wollongong,20.6
Wollongong,21.8
Wollongong,22.4
Wollongong,22.7
Wollongong,21.4
Wollongong,22.0
Wollongong,22.6
Wollongong,22.2
Wollongong,20.3
Wollongong,17.0
Wollongong,19.7
Wollongong,19.1
Wollongong,21.9
Wollongong,
Wollongong,
Wollongong,
Wollongong,23.8
Wollongong,22.7
Wollongong,22.9
Wollongong,24.9
Wollongong,26.4
Wollongong,29.9
Wollongong,22.9
Wollongong,23.5
Wollongong,24.7
Wollongong,22.5
